ID,album,albumPeakPositionUS,year,TrackNumber,title,side,length,key,chords,writers,linkLyrics,lengthS,lyrics,nbreWriters
115,Halfway To Sanity,172,1987,1,I Wanna Live,A,2M 36S,E,4,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/iwannalive.html,156S,I've been thinking it over < br>And I know just what to do < br>I've been thinking it over < br>And I know I just can't trust myself < br>I'm a Gypsy prince < br>Covered with diamonds and jewels < br>But then my lover exposes me < br>I know I'm just a damn fool < br><i>[CHORUS]</i> < br>I give what I've got to give < br>I give what I need to live < br>I give what I've got to give < br>It's important if I wanna live < br>I wanna live < br>I want to live my life < br>I wanna live < br>I want to live my life < br>As I load my pistol < br>Of fine German steel < br>I never thought I'd be so down and out < br>Having my last meal < br>But I know I can do it < br>It just took a few years < br>As I execute my killer < br>The morning is near,2
116,Halfway To Sanity,172,1987,2,Bop' Til You Drop,A,2M 9S,E,4,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/boptilyoudrop.html,129S,Bop 'til you drop < br>Bop 'til you drop < br>Bop 'til you drop < br>Bop 'til you drop < br>No matter what < br>You just can't stop < br>Bop 'til you drop < br>Bop 'til you drop < br>Stick 'em up < br>Give me your money < br>You act like a big shot < br>But you're really a dummy < br>They want your blood < br>They want every drop < br>Bop 'til you drop < br>Bop 'til you drop < br>Hey! < br>You tried and tried < br>But you're a flop < br>You're thirty five < br>Still pushing a mop < br>No time to cop < br>Do the cretin hop < br>Bop 'til you drop < br>Bop 'til you drop,2
117,Halfway To Sanity,172,1987,3,Garden Of Serenity,A,2M 35S,D,5,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/gardenofserenity.html,155S,"Come on take my hand < br>Come on little stranger < br>The spirits are angry < br>Stay away from danger < br>This is insanity < br>This could be the end < br>This is insanity < br>Farewell my friend < br><i>[CHORUS]</i> < br>In the garden of serenity < br>In the garden of serenity < br>In the garden of serenity < br>In the garden of serenity < br>Meet me in the graveyard < br>We'll walk among the dead < br>On a midnight odyssey < br>Riding in my head < br>I'm not your enemy < br>Girl, I am your friend < br>Come with me on a journey < br>On a journey to the end",2
118,Halfway To Sanity,172,1987,4,Weasel Face,A,1M 49S,E,6,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/weaselface.html,109S,Twenty four hours ago < br>No one could help me < br>I'm alone in life < br>No where to go < br>So I picked up the phone < br>Called out for help < br>Some one please help me < br>I'm afraid and alone < br><i>[CHORUS]</i> < br>Weasel face < br>Weasel face < br>Weasel face < br>Weasel face < br>Weasel face < br>Weasel face < br>It's way past midnight < br>TV set is on < br>It's my only friend < br>One crisis after another < br>Ain't no loser or quitter < br>It's all or nothin' baby < br>'Cause we fought so hard < br>For our piece of this world,2
119,Halfway To Sanity,172,1987,5,Go Lil' Camaro,A,2M 0S,A,6,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/golilcamaro.html,120S,Go lil' Camaro go < br>Oohh! < br>Go lil' Camaro go < br>Oohh! < br>Come on baby shake < br>Come on baby move < br>Come on baby let's shake < br>Come on baby move < br>Go lil' Camaro go < br>Oohh! < br>Go lil' Camaro go < br>Oohh! < br>Come on baby shake < br>Come on baby move < br>Come on baby let's shake < br>come on baby move < br>Girls cars sun fun < br>Girls cars sun fun < br>Girls cars sun fun < br>Good times for everyone,1
120,Halfway To Sanity,172,1987,6,I Know Better Now,A,2M 37S,G,6,Richie Ramone,http://www.azlyrics.com/lyrics/ramones/knowbetternow.html,157S,Nobody < br>Can tell me < br>I know < br>I know better now < br>You're a kid < br>You're a brat < br>Clean up your room < br>Throw out the trash < br>When I was your age < br>I heard it all < br>Like livin' under < br>Your martial law < br>I would think it was < br>For my own good < br>I would think it was true < br>Gotta be in early < br>Gotta go to school < br>They dont like my friends < br>I dont like those rules < br>I'm not a criminal < br>I'm not on drugs < br>dont wait up for me < br>I'm out havin' fun < br>I would think it was < br>For my own good < br>I would think it was true,1
121,Halfway To Sanity,172,1987,7,Death Of Me,B,2M 39S,E,4,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/deathofme.html,159S,"We've got to stop this crazy carrying on < br>It's gonna be the death of you < br>Stop this crazy carrying on < br>It's gonna be the death of me < br>It's gonna be the end you see < br>It's gonna be the death of we < br>If we dont stop this crazy carrying on < br>It's gonna be the death of you < br>Stop this crazy carrying on < br>It's gonna be the death of me < br>It's gonna be the end you see < br>It's gonna be the death of me < br>And I feel like I'm gonna die < br>I dont feel so good inside < br>Why baby-why, why, why? < br>But I had a good time < br>You know I had a good night < br>We got to stop this crazy carrying on < br>It's gonna be the death of you < br>Stop this crazy carrying on < br>It's gonna be the death of me < br>It's gonna be the end you see < br>It's gonna be the death of me",1
122,Halfway To Sanity,172,1987,8,I Lost My Mind,B,1M 33S,A,5,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/ilostmymind.html,93S,I lost my mind < br>I lost my mind < br>I lost my mind < br>I lost my mind < br>Give me some skin < br>Give me some gin < br>Give me some wine < br>I lost my mind < br>I lost my mind < br>I lost my mind < br>Give me some skin < br>Give me some gin < br>I want some wine < br>I lost my mind < br>I lost my mind < br>I lost my mind < br>I lost my mind,2
123,Halfway To Sanity,172,1987,9,A Real Cool Time,B,2M 38S,G,6,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/arealcooltime.html,158S,When I saw you at the Cat Club < br>You looked really kind of cool < br>Well come along with me 'cause < br>We got a lot of things to do now < br>You dont ever have to be lonely < br>ust as long as you're here by my side < br>YOu dont ever have to be lonely < br>Just as long as you've nothing to hide < br><i>[CHORUS]</i> < br>Oohh...oohh... < br>Come along with me 'cause < br>We're gonna have a real cool time < br>Girl you're < br>Girl you know you're always on my mind < br>You know < br>Girl you know I want you all the time < br>Girl < br>Girl you know I want you all the time < br>When I saw you at the Cat Club < br>You looked really kind of cool now < br>Well come along with me 'cause < br>We got a lot of things to do now < br>You dont ever have to be lonely < br>Just as long as you're hear by my side < br>You dont ever have to be lonely < br>Just as long as you've got nothing to hide,1
124,Halfway To Sanity,172,1987,10,I'm Not Jesus,B,2M 52S,A,6,Richie Ramone,http://www.azlyrics.com/lyrics/ramones/imnotjesus.html,172S,"dont wear a crown of thorns < br>Got no holes in my hand < br>dont accuse me of that crime < br>dont hang me up to dry < br>It's not me < br>It's not me < br>It's not me < br>dont wanna die for your sins < br>Got no special powers < br>Sacrifice and sacrilege < br>Hey man, I wanna live < br><i>[Chorus:]</i> < br>I'm not Jesus  < br>I can't heal you < br>Taste my blood < br>It doesn't taste like wine < br>Can't you see < br>This cross isn't mine < br>Judas must die < br>For what he has done < br>Satan's watching < br>With his gun < br>It's not me < br>It's not me < br>It's not me < br>Father, Son and Holy Ghost < br>Say your prayers-it's your only hope < br>Twelve apostles can't help you now < br>I'll be back to stake my ground < br><i>[Chorus x2]</i> < br>dont wear a crown of thorns < br>Got no holes in my hand < br>dont accuse me of that crime < br>dont hang me up to dry < br><i>[Chorus x2]</i>",1
125,Halfway To Sanity,172,1987,11,Bye Bye Baby,B,4M 33S,F,7,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/byebyebaby.html,273S,Woke up thinking bout you today < br>Why does it have to be this way < br>We drove each other crazy < br>Bye bye babe < br>Bye bye baby < br>Well I guess it's over and it's done < br>We had some good tiimes and we had fun < br>We drove each other crazy < br>I'll always love you < br><i>[CHORUS]</i> < br>Bye bye baby < br>Babe bye bye < br>Bye bye baby < br>dont you cry < br>Bye bye baby < br>Babe bye bye < br>Bye bye baby < br>dont you cry < br>Woke up thinking bout you today < br>Felt sad and lonely < br>We drove each other crazy < br>I'll always love you baby < br>Well I guess it's over and it's done < br>We had some good times-we had fun < br>We drove each other crazy < br>I'll always love you,1
126,Halfway To Sanity,172,1987,12,Worm Man,B,1M 52S,A,4,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/wormman.html,112S,"I'm a worm man < br>I'm fed up < br>There's no hope < br>I wanna puke < br>I want some dirt < br><i>[CHORUS]</i> < br>I'm a w-w-worm man < br>Gonna crawl in a hole < br>Nobody's my friend < br>I'm no good to anyone < br>I want some dirt < br>Well all right, well all right < br>Well all right, well all right < br>Well all right, well all right < br>Well all right...hey! < br>I'm no good to anyone < br>Nobody's my friend < br>I'll never be happy < br>I hate myself < br>I wish I was dead < br>I wish I was dead < br>I wish I was dead",1
127,Brain Drain,122,1989,1,I Believe In Miracles,A,3M 19S,F#,5,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/ibelieveinmiracles.html,199S,"I used to be on an endless run. < br>Believe in miracles 'cause I'm one. < br>I have been blessed with the power to survive. < br>After all these years I'm still alive. < br>I'm out here kickin' with the band. < br>I am no longer a solitary man. < br>Every day my time runs out. < br>Lived like a fool, that's what I was about, oh < br>I believe in miracles. < br>I believe in a better world for me and you. < br>Oh, I believe in miracles. < br>I believe in a better world for me and you. < br>Tattooed your name on my arm. < br>I always said my girl's a good luck charm. < br>If she can find a reason to forgive, < br>Then I can find a reason to live. < br>I used to be on an endless run. < br>Believe in miracles 'cause I'm one. < br>I have been blessed with the power to survive. < br>After all these years I'm still alive. < br>I believe in miracles. < br>I believe in a better world for me and you. < br>Oh, I believe in miracles. < br>I believe in a better world for me and you. < br>I close my eyes and think how it might be. < br>The future's here today. < br>It's not too late. < br>It's not too late, yeah! < br>I believe in miracles. < br>I believe in a better world for me and you. < br>Oh, I believe in miracles. < br>I believe in a better world for me and you.",2
128,Brain Drain,122,1989,2,Zero Zero UFO,A,2M 25S,E,5,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/zerozeroufo.html,145S,"It landed in a field in Idaho < br>Where it came from, I dont know < br>It did not look like it came from Japan < br>And out of the dark walked a strange man < br>If you think it's a pack of lies, < br>I saw it happen with my own eyes < br>A million miles from the milky way < br>A hundred years, a month, and a day < br>Zero Zero UFO < br>(When media writes) the neon lights < br>Spaceship travels at the speed of light < br>A million stars in the sky  < br>(I here the Queen's on the alien's side) < br>If you think it's a pack of lies, < br>I saw it happen with my own eyes < br>A million miles from the milky way < br>A hundred years, a month, and a day < br>Hey! < br>Zero Zero UFO < br>Hey!",2
129,Brain Drain,122,1989,3,Don't Bust My Chops,A,2M 28S,G,4,"Dee Dee Ramone, Joey Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/dontbustmychops.html,148S,"I'm sick and tired of you calling me names < br>I'm sick and tired of your childish games < br>I'm sick and tired of your bullshit brats < br>Cocaine stupor and anxiety attacks < br>Picked up the magazine, I see your face < br>You're nothin' boy, a goddamn waste < br>With the lamest fashions on your back < br>You're never happy, a hypochondriac < br>dont bust my chops, baby, dont bust my chops < br>Yeah! < br>You're a styling queen and an alley cat < br>Too many chocolates keep a fat man fat < br>You're a pain in the ass, and your on the (loose) < br>All I get from you is your bad attitude < br>Dirty mouth, it's all I can bear < br>Get outta here bitch, 'cause you're nowhere < br>Always wearin' that cheap perfume < br>Can always tell when you're in the room < br>dont bust my chops, baby, dont bust my chops < br>Ah < br>dont bust my chops, baby, dont bust my chops < br>Alright",3
130,Brain Drain,122,1989,4,Punishment Fits The Crime,A,3M 5S,A,6,"Dee Dee Ramone, Richie Stotts",http://www.azlyrics.com/lyrics/ramones/punishmentfitsthecrime.html,185S,"I hear the bells of freedom chiming < br>And inside my heart I feel I'm dying < br>Wise guys never compromise < br>They they loose their rights and they act surprised < br>Jail really cuts ya down to size < br>Let the punishment fit the crime < br>The footprints on (the sign the time) < br>The philosophy of (warish crime) < br>Make a man humble in his prime < br>You can go up, down, or sideways < br>Be on Death Row, counting the days < br>They say the answers are blowin' in the wind < br>And to take yourself out would really be a sin < br>You just have to cope and start over again < br>Let the punishment fit the crime < br>The footprints on (the sign the time) < br>The philosophy of (warish crime) < br>Make a man humble in his prime < br>Little child cries in his sleep < br>And life makes promises it can't keep < br>And then you had, had enough < br>You realize somehow, someway < br>Your destiny was planned from the very first day < br>Let the punishment fit the crime < br>The footprints on (the sign the time) < br>The philosophy of (warish crime) < br>Make a man humble in his prime < br>Let the punishment fit the crime",2
131,Brain Drain,122,1989,5,All Screwed Up,A,3M 59S,E,7,"Joey Ramone, Andy Shernoff, Marky Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/allscrewedup.html,239S,"Without you baby's like suicide < br>I need you baby, that I just can't hide < br>I miss you honey when it's cold outside, oh yeah < br>I miss your body, baby, next to mine < br>Ooooh, baby, yeah we sure felt fine < br>I miss you honey, oh yeah < br>I say baby, baby I'm all screwed up < br>I miss your body and I need your love < br>I miss you honey when it's cold outside, oh yeah < br>Baby, baby I'm all screwed up < br>I miss your body and I need your love < br>I miss you honey when it's cold outside, oh yeah < br>I said baby, baby < br>Baby, baby, aw ahhh, baby, baby, oh yeah (oh yeah) < br>Baby, baby, aw ahhh, baby, baby, aw ahhh < br>Baby, baby, oh yeah, oh yeah < br>Without you baby's like suicide < br>I miss you baby, that I just can't hide < br>I want you baby when it's cold outside, oh yeah < br>I miss your body, baby, next to mine < br>Ooooh, baby, yeah we sure felt fine < br>I want you baby, oh yeah < br>I said baby, baby < br>Baby, baby, aw ahhh, baby, baby, oh yeah (oh yeah) < br>Baby, baby, aw ahhh, baby, baby, aw ahhh < br>Baby, baby, oh yeah, oh yeah < br>Baby, baby, baby can't you see < br>You dont know what you're doin' to me, aw yeah, oh yeah, oh yeah, oh yeah < br>I need you baby, baby can't you see < br>You dont know what you're doin' to me, aw yeah, oh yeah, oh < br>I love the music business but it makes me sick < br>Everybody's beautiful and full of it < br>Ooh, I love the way that you shake your hips, oh yeah < br>I miss your body, baby, next to mine < br>Ooooh, baby, yeah we sure felt fine < br>I miss you baby, oh yeah < br>Baby, baby < br>Baby, baby, aw ahhh, baby, baby, oh yeah (oh yeah) < br>Baby, baby, aw ahhh, baby, baby, aw ahhh < br>Baby, baby, oh yeah, oh yeah, oh yeah, oh yeah",4
132,Brain Drain,122,1989,6,Palisades Park,A,2M 22S,G,5,Charles Barris,http://www.azlyrics.com/lyrics/ramones/palisadespark.html,142S,"Last night I took a walk in the dark < br>To a place called Palisades Park < br>To have some fun, to see what I could see < br>That's where the girls are < br>I took a ride on the shoopty shoop < br>The girl I sat with almost, almost puked < br>And when it stopped, she was holding hands with me < br>My arms were flying up, like a rocket ship < br>Down, like a roller coaster < br>Fast, like a loopty loop < br>Then around, like a merry-go-round < br>We even at a hot dog stand < br>Slam danced to a rockin' band < br>And when she winked, I gave that girl a hug < br>In the tunnel of love < br>You'll never know how good it just can feel < br>'Til it stops at the top of the ferris wheel < br>I fell in love, down at Palisades Park  < br>Last night I took a walk in the dark < br>To a place called Palisades Park < br>To have some fun, to see what I could see < br>That's where the girls are < br>I took a ride on the shoopty shoop < br>The girl I sat with almost, almost puked < br>And when it stopped, she was holding hands with me < br>My arms were flying up, like a rocket ship < br>Down, like a roller coaster < br>Fast, like a loopty loop < br>Then around, like a merry-go-round < br>We even at a hot dog stand < br>We danced around to a rockin' band < br>And when she winked, I gave that girl a hug < br>In the tunnel of love < br>You'll never know how good it just can feel < br>'Til it stops at the top of the ferris wheel < br>I fell in love, down at Palisades Park",1
133,Brain Drain,122,1989,7,Pet Sematary,B,3M 30S,D,6,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/petsematary.html,210S,"Under the arc of a weather stain boards, < br>Ancient goblins, and warlords, < br>Come out of the ground, not making a sound, < br>The smell of death is all around, < br>And the night when the cold wind blows, < br>No one cares, nobody knows. < br><i>[CHORUS]</i> < br>I dont want to be buried in a Pet Sematary, < br>I dont want to live my life again, < br>I dont want to be buried in a Pet Sematary, < br>I dont want to live my life again. < br>Follow Victor to the sacred place, < br>This ain't a dream, I can't escape, < br>Molars and fangs, the clicking of bones, < br>Spirits moaning among the tombstones, < br>And the night, when the moon is bright, < br>Someone cries, something ain't right. < br>The moon is full, the air is still, < br>All of a sudden I feel a chill, < br>Victor is grinning, flesh rotting away, < br>Skeletons dance, I curse this day, < br>And the night when the wolves cry out, < br>Listen close and you can hear me shout.",2
134,Brain Drain,122,1989,8,Learn To Listen,B,1M 50S,E,5,"Dee Dee Ramone, Johnny Ramone, Marky Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/learntolisten.html,110S,"You gotta learn to listen, listen to learn < br>You gotta learn to listen, before you get burned < br>Learn to listen, listen to learn < br>You gotta learn to listen, before you get burned < br>You gotta have fun, not a fix in the arm < br>You gotta stay out of deep water < br>Happiness is something you've gotta earn < br>You gotta fight to make (your love into returns) < br>Learn to listen, listen to learn < br>You gotta learn to listen, before you get burned < br>You got (the rights) and there's always a temptation < br>This one more screwed up the nation < br>Gotta have a plan, gotta learn to listen < br>Gotta take a stab, you have my blessing, alright < br>You gotta take the cotton out of your ears < br>You gotta start hanging on to all your (affairs) < br>I've lived your life for so many years < br>All I got was self-pity and tears < br>Learn to listen, listen to learn < br>You gotta learn to listen, before you get burned",4
135,Brain Drain,122,1989,9,Can't Get You Outta My Mind,B,3M 21S,C,8,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/cantgetyououttamymind.html,201S,"I can't get you outta my mind, oh no no  < br>I can't get you outta my mind  < br>oh no no, oh no no no < br>You said everything would be fine, oh no no < br>You said everything would be fine, oh no no < br>I can't get you outta my mind  < br>oh no no < br>Well I tried and I tried and I tried < br>I can't get you out oh, no no no < br>Well I tried and I tried and I tried < br>I can't get you out, outta my mind < br>Well I tried and I tried and I tried < br>I can't get you out, oh no no no no < br>Well I tried and I tried and I tried < br>Can't get you out, outta my mind < br>Outta my mind < br>You said everything would be fine, oh no no < br>You said everything would be fine, oh no no no no < br>I can't get you outta my mind  < br>oh no no < br>Oh no no, oh no no, oh yeah < br>Oh no no, oh no no < br>Oh no no, yeah < br>Oh no no, oh no no < br>Oh no no, yeah",1
136,Brain Drain,122,1989,10,Ignorance Is Bliss,B,2M 38S,A,5,"Joey Ramone, Andy Shernoff",http://www.azlyrics.com/lyrics/ramones/ignoranceisbliss.html,158S,"Ignorance is bliss, ya know it's true < br>Ignorance is bliss, just look at you < br>Is it goin' anywhere? < br>Ignorance is bliss, ya know it's true < br>Ignorance is bliss, just look at you < br>I'm alive, I'm alive, I'm alive, yeah < br>What's happening to our society? < br>Disintegration of humanity < br>Destruction of the environment < br>(Cram that cop donation in your ass) < br>Is it goin' anywhere? < br>?? < br>Politicians (to confuse you) < br>What's good for them, now it ain't good for you < br>But there ain't nothing that you can do < br>I'm alive, I'm alive, I'm alive, yeah < br>Ignorance is bliss, ya know it's true < br>Ignorance is bliss, just look at you < br>Hey! < br>Ignorance is bliss, ya know it's true < br>Ignorance is bliss, just look at you < br>I'm alive, I'm alive, I'm alive, yeah",2
137,Brain Drain,122,1989,11,"Come Back, Baby",B,4M 1S,E,3,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/comebackbaby.html,241S,"Well life's a drag without you < br>I found out a little bit too late, oh yes I did now < br>I want you and all of your time < br>I found out a little bit too late, oh yes I did now < br>Come back baby, come back < br>Come back into my arms < br>Well I want you in my arms < br>I found out a little bit too late, oh yes I did now < br>Yeah, I want you and all of your time < br>I found out a little bit too late, oh yes I did now < br>You gotta come back baby, come back < br>Come back into my arms < br>Yeah! < br>I want you to kiss goodnight (you gotta come back) < br>I want you to hold (big time) (come back, yeah) < br>You gotta come back < br>You gotta come back baby, come back < br>Come back into my arms < br>Come back baby, come back  < br>Come back into my arms < br>Come back, baby, come back.....",1
138,Brain Drain,122,1989,12,Merry Christmas (I Don't Want To Fight Tonight),B,2M 4S,C,5,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/merrychristmasidontwanttofighttonight.html,124S,"Merry Christmas, I dont want to fight tonight < br>Merry Christmas, I dont want to fight tonight  < br>Merry Christmas, I dont want to fight tonight with you < br>Where is Santa? At his sleigh? < br>Tell me why is it always this way? < br>Where is Rudolph? Where is Blitzen, baby? < br>Merry Christmas, merry merry merry Christmas < br>All the children are tucked in their beds < br>Sugar-plum fairies dancing in their heads < br>Snowball fighting, it's so exciting baby < br>I love you and you love me < br>And that's the way it's got to be < br>I loved you from the start < br>'Cause Christmas ain't the time for breaking each other's hearts < br>Where is Santa? At his sleigh? < br>Tell me why is it always this way? < br>Where is Rudolph? Where is Blitzen, baby? < br>Merry Christmas, merry merry merry Christmas < br>All the children are tucked in their beds < br>Sugar-plum fairies dancing in their heads < br>Snowball fighting, it's so exciting baby < br>Yeah, yeah, yeah < br>I love you and you love me < br>And that's the way it's got to be < br>I loved you from the start < br>'Cause Christmas ain't the time for breaking each other's hearts < br>Merry Christmas, I dont want to fight tonight < br>Merry Christmas, I dont want to fight tonight  < br>Merry Christmas, I dont want to fight tonight with you",1
139,Mondo Bizarro,190,1992,1,Censorshit,A,3M 13S,A,6,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/censorshit.html,193S,"Tipper, what's that sticker sticking on my CD? < br>Is that some kind of warning to protect me? < br>Freedom of choice needs a stronger, stronger voice. < br>You can stamp out the source, but you < br>can't stop creative thoughts. < br>Ah, Tipper come on, ain't you been getting it on? < br>Ask Ozzie, Zappa or me. < br>We'll show you what it's like to be free. < br>Ah, Tipper come on, it's just a smoke < br>screen for the real problems. < br>S&amp;L deficit, the homeless, the environment. < br>Hey, hey all you senators wives. < br>Better take a good look at your < br>own lives. < br>Before you go preaching to me. < br>You're definitions of obscenity. < br>Ah, Tipper come on, ain't you been getting it on? < br>Ask Ozzie, Zappa or me. < br>We'll show you what it's like to be free. < br>The irony it semes it seems to me < br>it's un-American policy. < br>Yeah, we'e come so far but still only to < br>find people like you with ignorant minds. < br>Ah, Tipper come on, ain't you been getting it on? < br>Ask Ozzie, Zappa or me. < br>We'll show you what it's like to be free. < br>Ah, Tipper come on, it's just a smoke < br>screen for the real problems. < br>S&amp;L deficit, the homeless, the environment",1
140,Mondo Bizarro,190,1992,2,The Job That Ate My Brain,A,2M 17S,A,10,"Marky Ramone, Garrett James Uhlenbrock",http://www.azlyrics.com/lyrics/ramones/thejobthatatemybrain.html,137S,"Out of bed at 6:15 In a rush and you can't think < br>Gotta catch the bus and train < br>I'm in a rush and feelin' insane < br>I can't take this crazy pace < br>I've become a mental case < br>Yeah, this is the job that ate my brain < br>Go to work, it's such a drag < br>Face the boss, he's such a nag < br>In a suit and in a tie < br>I look so late I wanna die < br>I can't take this crazy pace < br>I've become a mental case < br>Yeah, this is the job that ate my brain < br>I punch the clock at 9:05 < br>I know I'm late, but still alive < br>Everyone just stares at me < br>(I'm last in line for this party) < br>I can't take this crazy pace < br>I've become a mental case < br>Yeah, this is the job that ate my brain < br>Five o'clock rolls around < br>I feel so glad I kiss the ground < br>Ain't enough hours in the day < br>There's go to be a better way < br>I can't take this crazy pace < br>I've become a mental case < br>Yeah, this is the job that ate my brain",2
141,Mondo Bizarro,190,1992,3,Poison Heart,A,4M 4S,C#,5,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/poisonheart.html,244S,"No one ever thought this one would survive < br>Helpless child, gonna walk a drum beat behind < br>Lock you in a dream, never let you go < br>Never let you laugh or smile, not you. < br>Well, I just want to walk right out of this world, < br>'Cause everybody has a poison heart < br>I just want to walk right out of this world, < br>'Cause everybody has a poison heart. < br>Making friends with a homeless torn up man < br>He just kind of smiles, it really shakes me up. < br>There's danger on every corner but I'm okay < br>Walking down the street trying to forget yesterday. < br>Well, I just want to walk right out of this world, < br>'Cause everybody has a poison heart. < br>I just want to walk right out of this world, < br>'Cause everybody has a poison heart, < br>a poison heart, a poison heart, a poison heart ... yeah! < br>You know that life really takes its toll < br>And a poet's gut reaction is to search his very soul < br>So much damn confusion before my eyes, < br>But nothing seems to phase me and this one still survives. < br>I just want to walk right out of this world, < br>'Cause everybody has a poison heart. < br>I just want to walk right out of this world, < br>'Cause everybody has a poison heart, < br>Well, I just want to walk right out of this world, < br>'Cause everybody has a poison heart. < br>a poison heart, a poison heart, a poison heart. < br>a poison heart, a poison heart, a poison heart.",2
142,Mondo Bizarro,190,1992,4,Anxiety,A,2M 4S,C,7,"Marky Ramone, Garrett James Uhlenbrock",http://www.azlyrics.com/lyrics/ramones/anxiety.html,124S,"Anxiety, anxiety keeps me happy. < br>Anxiety, anxiety keeps me happy. < br>Always stieff, all day long. < br>Nothing's right till it's all wrong. < br>It makes no sense until I'm tense. < br>Always laughing at your expense. < br>Anxiety, anxiety keeps me happy. < br>Anxiety, anxiety keeps me happy. < br>Always biting on my nails. < br>Always stiff, it never fails. < br>Now it on my sweaty clothes. < br>Anxiety, anxiety keeps me happy. < br>Anxiety, anxiety keeps me happy. < br>Always screamin' at someone. < br>Got a temper like a gun. < br>Hair trigger personality. < br>Anxiety keeps me hap-happy. < br><i>[Bridge]</i> < br>And I'm crazy, crazy, crazy < br>In a crazy world. < br>I'm crazy, crazy, crazy < br>In a crazy world. < br>I'm crazy, crazy, crazy < br>In a crazy world. < br>I'm crazy, crazy, crazy < br>In a crazy world. < br>A-N-X-I-E-T-Y < br>A-N-X-I-E-T-Y < br>Anxiety keeps me high, < br>Cross my heart and hope to die. < br>Anxiety < br>Anxiety < br>Anxiety < br>Anxiety",2
143,Mondo Bizarro,190,1992,5,Strength To Endure,A,2M 59S,NA,NA,"Dee Dee Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/strengthtoendure.html,179S,"Walking through the cross fire heart < br>Feeling heavy and hopeless. < br>Wonderin' how I ever willsee < br>Through this darkness. < br>Every drop of blood can be < br>So beautiful < br>And I sure was bleedin' the drops by < br>The bucketful. < br>I have the strength to endure < br>And all the love so pure < br>I have the strength to endure < br>Because... because... < br>I'm not afraid to tell her < br>Just how things work. < br>Ride a hurricane < br>Through the fast lane < br>Always looking over my shoulder < br>She said, &quot;there's something about you, < br>And neon lights always gow hot. < br>Baby we can see this through, < br>Just give me all the strength < br>you've got&quot;. < br>I have the strength to endure < br>And all the love so pure < br>I have the strength to endure < br>Because... because... < br>I'm not afraid to tell her < br>Just how things work. < br>Ride a hurricane < br>Through the fast lane < br>Always looking over my shoulder < br>She said, &quot;there's something about you, < br>And neon lights always gow hot. < br>Baby we can see this through, < br>Just give me all the strength < br>you've got&quot;. < br>I have the strength to endure < br>And all the love so pure < br>I have the strength to endure < br>Because... because...",2
144,Mondo Bizarro,190,1992,6,It's Gonna Be Alright,A,3M 20S,NA,NA,"Joey Ramone, Andy Shernoff",http://www.azlyrics.com/lyrics/ramones/itsgonnabealright.html,200S,"To our fans far and near < br>We're so glad you could all be here < br>And when life get so-oh-oh hard < br>You make it all worthwhile < br>Screaming, shouting, wham-slam-bam < br>Now wild hair is back in style < br>This is dedicated to our fans across the world < br>You're the best, most loyalist, and that's for sure < br>When life gets oh so frustrating < br>You make it all worthwhile < br>Gonna have some fun tonight < br>Ain't it great to be alive < br>It's gonna be OK < br>It's gonna be alright < br>It's gonna be that you're the only ones who understand < br>Got good feelings about this year < br>All is very well, C.J. is here < br>'92 spells more fun, let's get into gear < br>It's the year of the monkey, gonna be real funky < br>Buy yourself a beer < br>It's gonna be OK < br>It's gonna be alright < br>It's gonna be that you're the only ones who understand < br>It's gonna be alright < br>It's gonna be OK, yeah, yeah < br>It's gonna be alright, uh, huh < br>It's gonna be that you're the only ones who understand < br>Who understand < br>It's gonna be alright < br>It's gonna be OK < br>It's gonna be alright < br>It's gonna be alright",2
